"airport","year","flyway","fighter_wing_dummy","ws_intervention_date","ws_intervention_year","staff_years","number_of_mgmt_tasks","total_mgmt_work_hours","itinerant_air_carrier","itinerant_air_taxi","itinerant_general_aviation","itinerent_military","itinerant_total","local_civil","local_military","local_total","total_operations","civ_strike","civ_disruptive_strike","civ_damage_strike","civ_species_order_reported","civ_species_reported","civ_aos_hours","civ_reported_cost","civ_strike_aoa","civ_disruptive_strike_aoa","civ_damage_strike_aoa","civ_species_order_reported_aoa","civ_species_reported_aoa","civ_aos_hours_aoa","civ_reported_cost_aoa","mil_strike","mil_disruptive_strike","mil_damage_strike","mil_species_order_reported","mil_species_reported","mil_reported_cost","mil_strike_aoa","mil_disruptive_strike_aoa","mil_damage_strike_aoa","mil_species_order_reported_aoa","mil_species_reported_aoa","mil_reported_cost_aoa","all_perc_damage","all_perc_damage_aoa","civ_perc_damage","civ_perc_damage_aoa","mil_perc_damage","mil_perc_damage_aoa"
"LMT",2014,"Pacific",1,Jan 2017,2017,0.091,4,50.5,0,3315,13658,9284,26257,9021,10739,19760,46017,8,0,0,8,7,0,0,8,0,0,8,7,0,0,7,1,1,6,4,23620.9880524141,1,0,0,1,1,0,0,0.422932719913942,0.446143319393102,0.446143319393102,0,0.237247924080664
"LMT",2015,"Pacific",1,Jan 2017,2017,0.031,4,23,0,2969,13504,9964,26437,18888,10436,29324,55761,7,0,0,7,7,0,0,7,0,0,7,7,0,0,11,2,2,9,7,636046.246267481,6,1,1,5,4,217862.733312548,0,0,1.83761002511575,1.83761002511575,0,0
"LMT",2016,"Pacific",1,Jan 2017,2017,0,5,30,2,2934,12973,9824,25733,14568,9093,23661,49394,12,1,1,11,10,24,0,11,1,1,10,10,24,0,6,1,1,6,4,3793.56313083222,1,0,0,1,0,0,5.12710186494607,7.37576890707198,5.24604847071539,5.65394885556178,4.88920865340742,26.3157894736842
"LMT",2017,"Pacific",1,Jan 2017,2017,0.01,180,859.5,9,4626,12790,8845,26270,13711,7076,20787,47057,14,0,0,14,14,0,0,14,0,0,14,14,0,0,7,2,2,7,5,4867.99298342707,3,2,2,3,3,4867.99298342707,6.10813426018081,7.18719886011955,6.71481621895427,6.71481621895427,4.89477034263388,9.39165118555753
"LMT",2018,"Pacific",1,Jan 2017,2017,1,178,1028.5,0,3491,10217,10480,24188,11464,6979,18443,42631,10,0,0,9,5,0,0,10,0,0,9,5,0,0,4,1,0,4,4,0,0,0,0,0,0,0,8.23179182445078,11.3615966430524,11.3615966430524,11.3615966430524,0.407279777946845,0
"LMT",2019,"Pacific",1,Jan 2017,2017,1,203,1287.5,0,3389,11591,9689,24669,10820,6217,17037,41706,12,1,1,12,9,36,27413.6562201169,11,0,0,11,8,0,0,6,3,3,6,6,966786.686831993,2,2,2,2,2,872068.9288972,1.46541837296416,1.58092881375738,0.527919769974487,0.539358315253801,3.34041557894351,7.30956655552706
"LMT",2020,"Pacific",1,Jan 2017,2017,1.0865,176,1206,4,3745,9423,8473,21645,9880,6487,16367,38012,10,0,0,10,9,0,0,10,0,0,10,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2.36064807468207,2.59671288215028,2.59671288215028,2.59671288215028,0,0
"LMT",2021,"Pacific",1,Jan 2017,2017,1.1231,132,892.5,0,3104,9178,7750,20032,9766,5325,15091,35123,3,0,0,3,3,0,0,3,0,0,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.475656010949987,0.555125373239762,0.555125373239762,0.555125373239762,0.237247924080664,0
"MTN",2005,"Atlantic",0,Feb 2014,2014,0.006,2,7,0,3620,48670,4437,56727,28049,1080,29129,85856,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5549404926654,0,15.5549404926654,0,0,0
"MTN",2006,"Atlantic",0,Feb 2014,2014,0.006,0,0,0,4130,47428,4290,55848,27471,1509,28980,84828,2,1,1,2,2,168,7558872.65763764,2,1,1,2,2,168,7558872.65763764,0,0,0,0,0,0,0,0,0,0,0,0,24.2312940095133,24.2312940095133,24.2312940095133,24.2312940095133,0,0
"MTN",2007,"Atlantic",0,Feb 2014,2014,0.019,1,3.5,0,3679,49214,4068,56961,25520,984,26504,83465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,3,31,25,242667.374812683,13,5,0,13,12,0,0,2.78089170286875,2.71465475721354,0,0,2.78089170286875
"MTN",2008,"Atlantic",0,Feb 2014,2014,0.019,0,0,1,2524,44336,4758,51619,22948,980,23928,75587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,13,12,528139.286794175,2,1,0,2,1,0,4.10356151335694,2.66615418314673,0,0,4.10356151335694,2.66615418314673
"MTN",2009,"Atlantic",0,Feb 2014,2014,0.019,2,6.5,3,1623,35623,3706,40955,21244,409,21653,62608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,3,27,23,463571.766867829,7,6,1,7,6,107106.567626465,7.00201653071785,16.9117984945588,0,0,7.00201653071785,16.9117984945588
"MTN",2010,"Atlantic",0,Feb 2014,2014,0.019,4,14.5,5,1502,37471,2443,41421,21800,726,22526,63947,1,1,1,0,0,0,139.726744788821,0,0,0,0,0,0,0,11,6,0,11,8,0,3,1,0,3,3,0,2.19144602054255,0.778189075939273,2.71465475721354,0,2.1438815899361,0.778189075939273
"MTN",2011,"Atlantic",0,Feb 2014,2014,0.019,11,29.5,0,1510,38967,3137,43614,23016,761,23777,67391,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,5,4,0,2,1,0,1,0,0,0,0,2.71465475721354,0,0,0
"MTN",2012,"Atlantic",0,Feb 2014,2014,0.019,53,114,1,1813,40189,2235,44238,20618,678,21296,65534,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4.60224743478654,0,2.71465475721354,0,6.48984011235955,0
"MTN",2013,"Atlantic",0,Feb 2014,2014,0.25,45,160.25,4,1611,40239,2943,44797,25669,859,26528,71325,2,1,0,1,1,1,0,1,0,0,1,1,0,0,7,1,1,7,6,210038.884171943,5,1,1,5,5,210038.884171943,5.70512463763035,6.30032880168945,9.9287739005298,8.08189655172414,4.49836770537337,5.94401525168251
"MTN",2014,"Atlantic",0,Feb 2014,2014,0.25,151,1006,0,1417,38825,2563,42805,30938,782,31720,74525,2,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83153976090136,3.83153976090136,3.83153976090136,3.83153976090136,0,0
"MTN",2015,"Atlantic",0,Feb 2014,2014,0.25,189,932,4,1786,39139,2236,43165,31553,850,32403,75568,10,2,1,10,9,8,0,8,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90597200507252,8.48264910730182,6.90597200507252,8.48264910730182,0,0
"MTN",2016,"Atlantic",0,Feb 2014,2014,0.25,374,5085.53333333333,0,1881,41146,2035,45062,33756,514,34270,79332,8,2,1,5,5,1,0,6,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95816797325001,4.01900688122152,5.95816797325001,4.01900688122152,0,0
"MTN",2017,"Atlantic",0,Feb 2014,2014,0.25,239,1826.5,0,2342,40386,1865,44593,33053,628,33681,78274,4,1,0,4,3,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.968297912371,8.21736204061529,10.968297912371,8.21736204061529,0,0
"MTN",2018,"Atlantic",0,Feb 2014,2014,1,223,1502,0,2146,38956,1947,43049,39876,684,40560,83609,8,1,0,8,8,0,0,8,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06694152335555,2.06694152335555,2.06694152335555,2.06694152335555,0,0
"MTN",2019,"Atlantic",0,Feb 2014,2014,1,342,1649.58333333333,0,2355,41752,1284,45391,42621,503,43124,88515,8,3,0,7,7,0,0,7,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1314704502774,10.8688209034344,10.1314704502774,10.8688209034344,0,0
"MTN",2020,"Atlantic",0,Feb 2014,2014,1,409,1874.58333333333,24,2173,36365,1921,40483,32082,408,32490,72973,13,2,1,11,11,12,1412.60212966251,11,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07600041968424,8.22706358630419,8.07600041968424,8.22706358630419,0,0
"MTN",2021,"Atlantic",0,Feb 2014,2014,1.5,335,1541,4,2817,44489,1597,48907,43348,509,43857,92764,5,0,0,5,4,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847270183788112,0.711865507512917,0.847270183788112,0.711865507512917,0,0
"PDX",2005,"Pacific",1,NA,NA,NA,NA,NA,135552,89791,27982,6004,259329,2505,519,3024,262353,91,12,6,58,52,104,295885.172003708,65,6,2,54,49,56,194413.057017167,0,0,0,0,0,0,0,0,0,0,0,0,8.59748264474537,8.39338295940667,8.59748264474537,8.39338295940667,0,0
"PDX",2006,"Pacific",1,NA,NA,NA,NA,NA,139419,87720,27448,4800,259387,782,217,999,260386,105,9,5,81,79,66,521237.181852719,87,6,2,77,76,7,125722.193590892,0,0,0,0,0,0,0,0,0,0,0,0,7.02176162508825,6.18328058624313,7.02176162508825,6.18328058624313,0,0
"PDX",2007,"Pacific",1,NA,NA,NA,NA,NA,148844,84642,27160,3666,264312,463,41,504,269919,115,10,7,90,90,268,1196513.017694,96,7,5,86,86,24,28689.3190115014,2,0,0,2,2,0,1,0,0,1,1,0,7.62780355888011,6.6535729377792,7.70402761979664,6.65527848804399,3.24492005617978,6.48984011235955
"PDX",2008,"Pacific",1,NA,NA,NA,NA,NA,155167,68878,24517,3988,252550,1016,69,1085,270081,113,8,5,99,96,133,251137.564310038,99,4,3,93,90,24,30306.2647008529,2,1,1,2,2,43614.1816728141,1,0,0,1,1,0,6.07573052296314,5.45998597703274,6.15311017599986,5.48477912345858,1.70378012638818,3.00546448087432
"PDX",2009,"Pacific",1,NA,NA,NA,NA,NA,145218,56471,19810,4089,225588,1004,134,1138,226726,83,10,3,54,48,967,204563.319195891,48,3,1,44,40,2,12277.0654618243,0,0,0,0,0,0,0,0,0,0,0,0,8.93705246565092,7.29624432908168,8.93705246565092,7.29624432908168,0,0
"PDX",2010,"Pacific",1,NA,NA,NA,NA,NA,143873,54779,19400,3791,221843,1184,41,1225,223068,63,5,3,49,46,24,0,43,3,1,43,42,0,0,5,0,0,5,5,0,5,0,0,5,5,0,6.26350548147021,5.12686700886038,6.75046077847606,5.70814587742595,0.12786873919654,0.12786873919654
"PDX",2011,"Pacific",1,NA,NA,NA,NA,NA,144534,45574,24026,3537,217671,1475,51,1526,219197,70,3,1,62,56,0,341392.869359651,57,3,1,55,52,0,341392.869359651,7,0,0,6,6,0,5,0,0,4,4,0,0,0,6.24899241314305,5.98239914929871,0,0
"PDX",2012,"Pacific",1,NA,NA,NA,NA,NA,149373,39836,19916,4531,213656,2533,6,2539,216195,111,11,5,92,86,134,649038.735915232,78,6,2,73,70,51,502020.158315856,2,1,1,2,2,2123.54858772074,2,1,1,2,2,2123.54858772074,6.4185154571587,5.85963404860026,6.33958718632962,5.7329827552779,10.7990344881724,10.7990344881724
"PDX",2013,"Pacific",1,NA,NA,NA,NA,NA,153027,35454,15082,4064,207627,2261,21,2282,209909,85,7,4,74,72,224,121046.229744802,58,3,1,56,55,24,2367.55647112699,2,0,0,2,2,0,2,0,0,2,2,0,7.48227853994051,4.75339232432852,7.65399892764229,4.91095198852553,0.184162062615101,0.184162062615101
"PDX",2014,"Pacific",1,NA,NA,NA,NA,NA,161547,30643,16068,4592,212850,3369,34,3403,216253,105,11,5,83,75,508,320846.390848187,75,4,1,65,61,12,16734.2149690127,6,3,2,6,6,17197.6239989239,3,1,0,3,3,0,5.61857707511311,4.70161451788083,5.52541004719034,4.87220548982636,7.24900006376161,0.436840219242707
"PDX",2015,"Pacific",1,NA,NA,NA,NA,NA,166465,25636,18070,3461,213632,4355,34,4389,218021,103,4,2,88,84,212,7065663.39994279,70,1,1,66,63,9,54898.9608410984,0,0,0,0,0,0,0,0,0,0,0,0,5.51739070170138,5.00753641372892,5.51739070170138,5.00753641372892,0,0
"PDX",2016,"Pacific",1,NA,NA,NA,NA,NA,178741,26340,15837,3858,224776,2927,6,2933,227709,115,7,4,91,87,38,35126.0077445566,81,3,1,70,69,2,0,3,1,1,3,2,16339.7448105123,2,0,0,2,1,0,7.04335144921085,4.98336157342862,7.15581811578586,5.02928377851023,2.73212923050221,3.12351226762346
"PDX",2017,"Pacific",1,NA,NA,NA,NA,NA,185560,23166,14813,4097,227636,1266,47,1313,228949,96,10,5,75,69,234,396428.166088064,53,4,3,53,50,66,53702.0676414835,1,1,1,1,1,31311.2888831872,1,1,1,1,1,31311.2888831872,6.05830829121451,4.22291811189806,6.12141566924799,4.30259581212256,0,0
"PDX",2018,"Pacific",1,NA,NA,NA,NA,NA,193177,20661,14388,3517,231743,2247,3,2250,233993,82,12,10,66,64,715,1027960.87559792,37,2,2,35,35,120,612820.496018123,3,0,0,3,3,0,1,0,0,1,1,0,8.32963944994983,7.79073076713255,8.53736484694988,7.92850559209224,2.65181193194847,2.69306224362404
"PDX",2019,"Pacific",1,NA,NA,NA,NA,NA,195747,20634,15589,3870,235840,2537,7,2544,238384,107,13,6,81,77,54.2,143027.771583219,57,6,5,53,50,49.5,142789.391963913,4,0,0,4,2,0,0,0,0,0,0,0,7.39467645471341,6.87050574929866,7.60992661663551,6.87050574929866,1.63673462329738,0
"PDX",2020,"Pacific",1,NA,NA,NA,NA,NA,113740,19981,11233,2347,147301,3517,36,3553,150854,83,9,2,69,68,21,68052.1075964916,70,5,2,63,62,18,65685.9990293069,4,2,2,4,4,600.355905106568,3,2,2,3,3,600.355905106568,5.68619458894151,4.91941541919079,5.9249150217693,5.08837633099811,0.73274560776484,0.976994143686453
"PDX",2021,"Pacific",1,NA,NA,NA,NA,NA,129487,21644,13628,2972,167731,2878,18,2896,170627,108,17,12,88,82,239.5,1364854.61964375,73,5,2,70,67,102,863063.383599794,0,0,0,0,0,0,0,0,0,0,0,0,6.65088328318828,5.47290865215767,6.65088328318828,5.47290865215767,0,0
"PHX",2005,"Pacific",0,NA,NA,NA,NA,NA,409711,96235,41340,2893,550179,13275,82,13357,563536,93,5,2,62,61,6,71527.9631937703,66,2,1,58,57,6,48050.4623483774,0,0,0,0,0,0,0,0,0,0,0,0,8.87861453598654,9.07583220688656,8.87861453598654,9.07583220688656,0,0
"PHX",2006,"Pacific",0,NA,NA,NA,NA,NA,411928,87352,31960,2811,534051,12347,112,12459,546510,93,0,0,63,59,0,0,70,0,0,61,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37384448115964,4.74218523080828,5.37384448115964,4.74218523080828,0,0
"PHX",2007,"Pacific",0,NA,NA,NA,NA,NA,408697,92265,31887,2924,535773,9379,83,9462,551666,98,5,1,62,60,2,1616.54804388134,73,1,0,61,59,0,1469.58913080122,0,0,0,0,0,0,0,0,0,0,0,0,5.27448305590121,4.25064135132772,5.27448305590121,4.25064135132772,0,0
"PHX",2008,"Pacific",0,NA,NA,NA,NA,NA,391727,88177,28919,2734,511557,1949,25,1974,524177,78,2,1,53,52,1,0,52,0,0,52,51,0,0,2,0,0,2,1,0,1,0,0,1,1,0,4.50162441516989,2.7599595493671,4.53728109684275,2.7524663426393,3.11101382992817,3.1496062992126
"PHX",2009,"Pacific",0,NA,NA,NA,NA,NA,366132,66271,21398,2554,456355,841,11,852,457207,77,5,2,43,38,11,52045.1006414039,45,0,0,37,34,0,0,2,0,0,2,2,0,1,0,0,1,1,0,5.61382602651778,3.72221738860712,5.74648828398775,3.79368157248896,0.506329113924051,0.506329113924051
"PHX",2010,"Pacific",0,NA,NA,NA,NA,NA,363514,61387,21100,2505,448506,819,26,845,449351,83,5,5,48,45,56,97808.7213521748,45,1,1,40,37,48,27945.3489577642,5,2,0,4,3,0,4,2,0,3,2,0,0,0,5.77330244216019,4.32346474822991,0,0
"PHX",2011,"Pacific",0,NA,NA,NA,NA,NA,375105,63796,19987,2500,461388,595,6,601,461989,59,3,1,34,32,169,406.420082571013,25,0,0,22,22,0,0,14,5,0,12,6,0,8,5,0,7,3,0,0,0,5.93365022457713,4.30711520164032,0,0
"PHX",2012,"Pacific",0,NA,NA,NA,NA,NA,353250,72479,21563,2732,450024,174,6,180,450204,48,1,1,21,21,0,0,21,0,0,18,18,0,0,9,3,0,8,8,0,9,3,0,8,8,0,0,0,5.19263668881745,5.20231958742253,0,0
"PHX",2013,"Pacific",0,NA,NA,NA,NA,NA,346968,65966,20768,2372,436074,95,15,110,436184,58,4,1,30,29,5,20013.0464133939,29,1,1,26,26,3,19620.6337386215,7,0,0,7,6,0,1,0,0,1,1,0,4.05112780120075,2.6530816642845,3.90942808305799,2.71655524978365,5.2252111800979,0.812347684809098
"PHX",2014,"Pacific",0,NA,NA,NA,NA,NA,352732,54599,20561,2549,430441,18,2,20,430461,65,2,1,36,33,0,128.724730530867,26,0,0,25,25,0,0,5,1,0,5,5,0,0,0,0,0,0,0,5.50225695749797,5.78447067689464,5.85777691613864,5.78447067689464,0.880497495169186,0
"PHX",2015,"Pacific",0,NA,NA,NA,NA,NA,360675,54261,22436,2909,440281,117,13,130,440411,71,6,2,36,32,170,11911.9173815638,27,2,0,26,25,0,0,3,1,1,3,3,7115.0081802023,1,0,0,1,1,0,4.75067303145633,4.60475491442366,4.87131240349401,4.58343863104048,1.89554122656449,5.18029456576943
"PHX",2016,"Pacific",0,NA,NA,NA,NA,NA,361395,55838,20815,2540,440588,42,13,55,440643,71,4,3,32,29,46,200596.711737447,28,0,0,20,20,0,0,10,1,0,9,8,0,5,1,0,4,4,0,0,0,5.60344806698094,5.08792838448766,0,0
"PHX",2017,"Pacific",0,NA,NA,NA,NA,NA,378911,28747,21014,2296,430968,0,0,0,430968,51,5,1,29,24,2,372.93102528808,22,2,0,17,15,0,372.93102528808,6,1,1,6,6,13997.3444824793,1,0,0,1,1,0,5.62769735230906,5.84459531144512,5.78614999024547,6.06563816886135,4.28084992984956,0.981652448287951
"PHX",2018,"Pacific",0,NA,NA,NA,NA,NA,383988,27673,20368,2223,434252,0,0,0,434252,55,1,1,27,26,0,0,22,0,0,17,17,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4.51038487119215,3.53500789794978,4.53512629977359,3.53500789794978,3.1496062992126,0
"PHX",2019,"Pacific",0,NA,NA,NA,NA,NA,385461,30935,20401,2094,438891,0,0,0,438891,54,6,3,28,25,1.5,0,18,0,0,15,14,0,0,4,0,0,4,2,0,0,0,0,0,0,0,5.64431007256292,5.50086062581326,5.88465038926851,5.50086062581326,2.39971579703743,0
"PHX",2020,"Pacific",0,NA,NA,NA,NA,NA,260343,30628,17371,1982,310324,0,0,0,310324,17,3,2,8,7,0.5,0,7,0,0,5,5,0,0,4,0,0,4,4,0,2,0,0,2,2,0,7.3468902216007,1.77080796817184,8.95738301373007,2.13208764081406,0.502295855050881,0.506329113924051
"PHX",2021,"Pacific",0,NA,NA,NA,NA,NA,350219,32382,23583,2101,408285,0,0,0,408285,45,5,0,17,13,3.3,899.610041537245,7,0,0,4,4,0,0,3,0,0,3,3,0,0,0,0,0,0,0,5.44052656195046,2.69160137289051,5.63996161775631,2.69160137289051,2.44900072486279,0
"PIA",2005,"Mississippi",0,Mar 2011,2011,0.001,0,0,3482,17903,19255,6378,47018,7948,3529,11477,58495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7756512493355,0,11.7756512493355,0,0,0
"PIA",2006,"Mississippi",0,Mar 2011,2011,0.001,0,0,3477,14070,18169,6099,41815,7304,2910,10214,52029,11,5,3,6,4,27,211.648434413854,6,2,0,4,3,3,211.648434413854,0,0,0,0,0,0,0,0,0,0,0,0,13.4993330221454,1.84026225848217,13.4993330221454,1.84026225848217,0,0
"PIA",2007,"Mississippi",0,Mar 2011,2011,0.001,0,0,4274,14741,17228,6262,42505,5416,3136,8552,51057,5,1,0,0,0,0,0,3,1,0,0,0,0,0,46,9,1,43,31,89398.0460048999,7,3,0,6,6,0,0,0,4.52685405563792,2.71465475721354,0,0
"PIA",2008,"Mississippi",0,Mar 2011,2011,0.001,0,0,3491,15836,16866,5665,41858,5063,3158,8221,50079,5,0,0,0,0,0,0,1,0,0,0,0,0,0,36,4,3,33,29,92944.4966008967,4,2,2,3,3,23929.0531320107,0,0,8.15125265248669,2.71465475721354,0,0
"PIA",2009,"Mississippi",0,Mar 2011,2011,0.022,0,0,3508,14998,13744,3654,35904,2628,2918,5546,41450,27,1,1,18,18,0,0,20,0,0,17,17,0,0,43,20,3,42,37,1065.10111004838,18,13,1,17,15,445.92233140692,0,0,3.39694684534156,1.79521132541132,0,0
"PIA",2010,"Mississippi",0,Mar 2011,2011,0.005,0,0,3045,13871,13268,3675,33859,1841,1971,3812,37671,39,0,0,28,27,0,0,36,0,0,27,26,0,0,20,4,0,19,19,0,5,3,0,5,5,0,0,4.45093255169564,4.14244781076989,3.36816057345263,0,12.2468907950453
"PIA",2011,"Mississippi",0,Mar 2011,2011,0.478,111,1698,2410,14379,13590,3855,34234,4606,4530,9136,43370,9,0,0,6,6,0,0,8,0,0,6,6,0,0,39,10,0,39,35,0,10,4,0,10,10,0,1.72140333401933,1.87862504213512,2.203263333534,2.13933940557406,1.61020487259286,1.67005355138397
"PIA",2012,"Mississippi",0,Mar 2011,2011,0.915,178,1409,2684,15918,13713,3766,36081,6576,4940,11516,47597,17,4,1,11,8,1,0,12,3,0,10,8,1,0,27,11,0,27,21,0,3,3,0,3,3,0,3.85378592524182,2.90339112117093,5.05615477418823,1.54996484856743,3.09673887220149,8.31709621158497
"PIA",2013,"Mississippi",0,Mar 2011,2011,1.168,140,1147.5,2663,14907,11525,2897,31992,4060,3244,7304,39296,23,2,0,16,15,3,0,13,0,0,11,11,0,0,12,8,4,12,12,249380.870902378,2,2,0,2,2,0,7.61147336114609,2.66635074166148,5.47595603086089,1.94816994204369,11.7045482441927,7.3345259391771
"PIA",2014,"Mississippi",0,Mar 2011,2011,0.831,154,1334.66666666667,2945,14681,11190,4012,32828,4140,2704,6844,39672,39,5,1,31,30,5,25.7449461061734,35,4,0,31,30,4,0,16,9,0,16,14,0,3,3,0,3,2,0,2.26351142363478,2.14396325464853,1.43045705279168,1.21925267168732,4.29408145256483,12.9322533891959
"PIA",2015,"Mississippi",0,Mar 2011,2011,0.88,162,1331.33333333333,2463,14398,11893,4473,33227,3033,3241,6274,39501,49,4,2,37,37,3,0,41,2,1,35,35,2,0,9,2,1,9,8,4937.04940585053,3,1,0,3,3,0,2.71904148819751,2.29120963841426,2.81954864064325,2.40260413232796,2.17183588043734,0.768818221593687
"PIA",2016,"Mississippi",0,Mar 2011,2011,1.134,193,1608,2365,13603,12363,4398,32729,3719,3192,6911,39640,39,5,5,34,34,12,0,31,0,0,28,28,0,0,7,3,0,7,7,0,1,1,0,1,1,0,5.16095273568943,1.91588057682076,5.95510088172289,1.95026191698023,0.736413064931593,0.850059031877214
"PIA",2017,"Mississippi",0,Mar 2011,2011,1.192,182,1472.75,3787,12698,11620,3986,32091,5976,3428,9404,41495,47,2,0,41,39,1,0,37,1,0,37,35,0,0,40,17,3,37,32,1909.40684947497,12,9,3,11,10,1909.40684947497,0,0,2.61957482892861,1.29963007816792,0,0
"PIA",2018,"Mississippi",0,Mar 2011,2011,1.046,180,1293.25,3946,11659,11128,3200,29933,4173,2730,6903,36836,42,2,2,34,33,12,0,34,0,0,31,30,0,0,33,11,8,29,26,110865.902012308,7,3,1,6,6,7232.49535894656,0,0,3.05406234349221,1.38881355457735,0,0
"PIA",2019,"Mississippi",0,Mar 2011,2011,1.19,201,1444.16666666667,5193,9753,12575,3427,30948,5828,2920,8748,39696,35,4,2,26,26,1.5,0,28,2,1,23,23,1,0,22,13,7,21,19,370385.909189999,3,3,0,3,3,0,0,1.83470520124194,2.0265797519168,1.86606982257494,0,1.54196873546725
"PIA",2020,"Mississippi",0,Mar 2011,2011,1.1745,209,1156,4397,5547,11595,3898,25437,6328,3823,10151,35588,40,1,0,34,33,0,0,37,1,0,33,32,0,0,13,6,0,13,13,0,2,2,0,2,2,0,1.86903653788803,1.94416192515473,2.00428444204703,1.99361862393075,1.45288914047572,1.0292129977984
"PIA",2021,"Mississippi",0,Mar 2011,2011,0.8144,140,680,6183,5070,15402,4686,31341,9160,4300,13460,44801,50,4,0,42,42,2,0,48,4,0,40,40,2,0,30,17,7,29,22,80031.5583202571,9,9,0,9,9,0,0,2.42868458098337,2.64500104641112,2.738455432849,0,0.776573371033368
"SLC",2005,"Pacific",0,May 2008,2008,0.3,3,11,168433,210858,68185,2739,450215,4985,14,4999,455214,94,8,8,67,59,56,0,60,0,0,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2168211657116,2.82204825106469,7.2168211657116,2.82204825106469,0,0
"SLC",2006,"Pacific",0,May 2008,2008,0.3,4,7.5,165035,186202,64136,1919,417292,2188,8,2196,419488,165,19,14,119,113,60,1623381.28631755,118,4,1,100,97,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74244579744983,4.55531278222452,7.74244579744983,4.55531278222452,0,0
"SLC",2007,"Pacific",0,May 2008,2008,0.3,0,0,166850,187527,65785,2075,422237,9,0,9,424747,99,20,13,63,56,136,559632.767311282,51,6,3,39,37,74,72990.0833595043,26,7,2,25,18,11085.1108136336,8,3,1,7,5,3944.37722707048,0,0,10.1177842871431,7.47896105702625,0,0
